image_id,error_space,error_type,error_rate,seed,bpp,psnr,ssim,ms_ssim,lpips,decode_failed
house,latent,mask_replace,0.0,231,0.1231689453125,20.382789611816406,0.5095870494842529,0.8705809712409973,0.09549139440059662,False
house,latent,mask_replace,0.0,232,0.1231689453125,20.38161849975586,0.5092198252677917,0.8701232671737671,0.0966886430978775,False
house,latent,mask_replace,0.0,233,0.1231689453125,20.395263671875,0.5084071159362793,0.8699636459350586,0.09919389337301254,False
house,latent,mask_replace,0.0,234,0.1231689453125,20.3752498626709,0.5084317922592163,0.8696728944778442,0.09733154624700546,False
house,latent,mask_replace,0.0,235,0.1231689453125,20.34153175354004,0.5078904032707214,0.8705184459686279,0.09708620607852936,False
house,latent,mask_replace,5.0,231,0.1231689453125,20.086151123046875,0.49730077385902405,0.8591546416282654,0.10354229807853699,False
house,latent,mask_replace,5.0,232,0.1231689453125,19.961097717285156,0.4905744791030884,0.8622041940689087,0.10091228783130646,False
house,latent,mask_replace,5.0,233,0.1231689453125,20.28786849975586,0.5066336393356323,0.8674443960189819,0.09631618857383728,False
house,latent,mask_replace,5.0,234,0.1231689453125,20.063297271728516,0.4957328140735626,0.8622374534606934,0.10599397122859955,False
house,latent,mask_replace,5.0,235,0.1231689453125,20.29840087890625,0.5062717795372009,0.8682650923728943,0.102284274995327,False
house,latent,mask_replace,10.0,231,0.1231689453125,19.245853424072266,0.4697319567203522,0.8322679996490479,0.12825970351696014,False
house,latent,mask_replace,10.0,232,0.1231689453125,19.161510467529297,0.4589616060256958,0.8386027216911316,0.122433602809906,False
house,latent,mask_replace,10.0,233,0.1231689453125,19.802982330322266,0.4869523346424103,0.8502470850944519,0.1077495664358139,False
house,latent,mask_replace,10.0,234,0.1231689453125,19.32748031616211,0.4687664806842804,0.8386267423629761,0.12267107516527176,False
house,latent,mask_replace,10.0,235,0.1231689453125,19.745304107666016,0.4817042648792267,0.848392128944397,0.11811691522598267,False
house,latent,mask_replace,20.0,231,0.1231689453125,17.066516876220703,0.3916342258453369,0.7405956387519836,0.23321853578090668,False
house,latent,mask_replace,20.0,232,0.1231689453125,16.924720764160156,0.3760911226272583,0.7452173233032227,0.23058202862739563,False
house,latent,mask_replace,20.0,233,0.1231689453125,17.705398559570312,0.4113711416721344,0.7639312148094177,0.1937478929758072,False
house,latent,mask_replace,20.0,234,0.1231689453125,16.90883445739746,0.39039233326911926,0.73990797996521,0.22607044875621796,False
house,latent,mask_replace,20.0,235,0.1231689453125,17.653783798217773,0.4113976061344147,0.7706595659255981,0.2100764513015747,False
house,latent,mask_replace,50.0,231,0.1231689453125,11.572999954223633,0.2067512720823288,0.4169907569885254,0.763694703578949,False
house,latent,mask_replace,50.0,232,0.1231689453125,11.823829650878906,0.22691020369529724,0.47082388401031494,0.6877570152282715,False
house,latent,mask_replace,50.0,233,0.1231689453125,12.422781944274902,0.23380255699157715,0.4739806354045868,0.7167141437530518,False
house,latent,mask_replace,50.0,234,0.1231689453125,12.014394760131836,0.22207114100456238,0.46493998169898987,0.6870331764221191,False
house,latent,mask_replace,50.0,235,0.1231689453125,12.558326721191406,0.2500985264778137,0.49765974283218384,0.7024306058883667,False
house,latent,mask_replace,100.0,231,0.1231689453125,8.01298999786377,0.10708098858594894,0.17742334306240082,0.9213354587554932,False
house,latent,mask_replace,100.0,232,0.1231689453125,8.109441757202148,0.10596448183059692,0.19667983055114746,0.8943512439727783,False
house,latent,mask_replace,100.0,233,0.1231689453125,8.018645286560059,0.10877376049757004,0.1848117709159851,0.8962525725364685,False
house,latent,mask_replace,100.0,234,0.1231689453125,8.11980152130127,0.09935320168733597,0.17709045112133026,0.8882842063903809,False
house,latent,mask_replace,100.0,235,0.1231689453125,8.132282257080078,0.11624528467655182,0.23321937024593353,0.892225980758667,False
flower,latent,mask_replace,0.0,231,0.1256103515625,26.80095672607422,0.8313989043235779,0.9576847553253174,0.04957465082406998,False
flower,latent,mask_replace,0.0,232,0.1256103515625,26.732650756835938,0.8302384614944458,0.9573531746864319,0.05042889714241028,False
flower,latent,mask_replace,0.0,233,0.1256103515625,26.782222747802734,0.8312508463859558,0.9576340317726135,0.050753600895404816,False
flower,latent,mask_replace,0.0,234,0.1256103515625,26.8002986907959,0.8321153521537781,0.9582527279853821,0.04995443671941757,False
flower,latent,mask_replace,0.0,235,0.1256103515625,26.806541442871094,0.8318341970443726,0.9578087329864502,0.05084872245788574,False
flower,latent,mask_replace,5.0,231,0.1256103515625,25.987184524536133,0.8175829648971558,0.950246274471283,0.05968610569834709,False
flower,latent,mask_replace,5.0,232,0.1256103515625,26.177505493164062,0.8209976553916931,0.9528770446777344,0.05835837870836258,False
flower,latent,mask_replace,5.0,233,0.1256103515625,26.1865234375,0.8214053511619568,0.9523911476135254,0.05489389970898628,False
flower,latent,mask_replace,5.0,234,0.1256103515625,26.33632469177246,0.8215951323509216,0.953360378742218,0.05652213469147682,False
flower,latent,mask_replace,5.0,235,0.1256103515625,26.593217849731445,0.8283643126487732,0.9561619162559509,0.050768546760082245,False
flower,latent,mask_replace,10.0,231,0.1256103515625,24.361448287963867,0.7851431369781494,0.928425133228302,0.07939422875642776,False
flower,latent,mask_replace,10.0,232,0.1256103515625,24.379859924316406,0.7810744643211365,0.9307317137718201,0.08943826705217361,False
flower,latent,mask_replace,10.0,233,0.1256103515625,24.510623931884766,0.7825730443000793,0.9308527112007141,0.07535217702388763,False
flower,latent,mask_replace,10.0,234,0.1256103515625,24.84259605407715,0.7891676425933838,0.934574544429779,0.07467273622751236,False
flower,latent,mask_replace,10.0,235,0.1256103515625,24.782716751098633,0.7965406775474548,0.9384832382202148,0.0682348906993866,False
flower,latent,mask_replace,20.0,231,0.1256103515625,20.493011474609375,0.6607922315597534,0.8365939259529114,0.18213672935962677,False
flower,latent,mask_replace,20.0,232,0.1256103515625,20.181453704833984,0.6393210291862488,0.8260517120361328,0.20191246271133423,False
flower,latent,mask_replace,20.0,233,0.1256103515625,20.759981155395508,0.6591010689735413,0.8478735089302063,0.18172717094421387,False
flower,latent,mask_replace,20.0,234,0.1256103515625,20.65692710876465,0.6581630110740662,0.8410091400146484,0.1922961324453354,False
flower,latent,mask_replace,20.0,235,0.1256103515625,20.749061584472656,0.6812964081764221,0.8586430549621582,0.15480774641036987,False
flower,latent,mask_replace,50.0,231,0.1256103515625,12.134604454040527,0.24869051575660706,0.42153385281562805,0.6481069922447205,False
flower,latent,mask_replace,50.0,232,0.1256103515625,12.349995613098145,0.2467493861913681,0.421415776014328,0.6527360081672668,False
flower,latent,mask_replace,50.0,233,0.1256103515625,12.77086067199707,0.2851409912109375,0.4879570007324219,0.6325275897979736,False
flower,latent,mask_replace,50.0,234,0.1256103515625,12.970441818237305,0.2756911516189575,0.48799043893814087,0.6219656467437744,False
flower,latent,mask_replace,50.0,235,0.1256103515625,12.714238166809082,0.29587021470069885,0.48827633261680603,0.613951563835144,False
flower,latent,mask_replace,100.0,231,0.1256103515625,7.870475769042969,0.09744749218225479,0.15510882437229156,0.7710864543914795,False
flower,latent,mask_replace,100.0,232,0.1256103515625,7.7191691398620605,0.09244959056377411,0.16289058327674866,0.7718648910522461,False
flower,latent,mask_replace,100.0,233,0.1256103515625,7.926912784576416,0.10621816664934158,0.20159034430980682,0.7677956223487854,False
flower,latent,mask_replace,100.0,234,0.1256103515625,7.782205581665039,0.09500382840633392,0.15426258742809296,0.7690062522888184,False
flower,latent,mask_replace,100.0,235,0.1256103515625,7.902421474456787,0.10550129413604736,0.1562957763671875,0.7509421706199646,False
house,latent,mask_replace,0.0,231,0.1231689453125,20.334022521972656,0.507129967212677,0.8700112700462341,0.09803105145692825,False
house,latent,mask_replace,0.0,232,0.1231689453125,20.372066497802734,0.5097038745880127,0.8709774613380432,0.09740141034126282,False
house,latent,mask_replace,0.0,233,0.1231689453125,20.36480140686035,0.508946418762207,0.8709056973457336,0.09771755337715149,False
house,latent,mask_replace,0.0,234,0.1231689453125,20.387651443481445,0.508666455745697,0.8694943189620972,0.0968693420290947,False
house,latent,mask_replace,0.0,235,0.1231689453125,20.364665985107422,0.5104537010192871,0.8701597452163696,0.09630370140075684,False
house,latent,mask_replace,5.0,231,0.1231689453125,20.086151123046875,0.49730077385902405,0.8591546416282654,0.10354229807853699,False
house,latent,mask_replace,5.0,232,0.1231689453125,19.961097717285156,0.4905744791030884,0.8622041940689087,0.10091228783130646,False
house,latent,mask_replace,5.0,233,0.1231689453125,20.28786849975586,0.5066336393356323,0.8674443960189819,0.09631618857383728,False
house,latent,mask_replace,5.0,234,0.1231689453125,20.063297271728516,0.4957328140735626,0.8622374534606934,0.10599397122859955,False
house,latent,mask_replace,5.0,235,0.1231689453125,20.29840087890625,0.5062717795372009,0.8682650923728943,0.102284274995327,False
house,latent,mask_replace,10.0,231,0.1231689453125,19.245853424072266,0.4697319567203522,0.8322679996490479,0.12825970351696014,False
house,latent,mask_replace,10.0,232,0.1231689453125,19.161510467529297,0.4589616060256958,0.8386027216911316,0.122433602809906,False
house,latent,mask_replace,10.0,233,0.1231689453125,19.802982330322266,0.4869523346424103,0.8502470850944519,0.1077495664358139,False
house,latent,mask_replace,10.0,234,0.1231689453125,19.32748031616211,0.4687664806842804,0.8386267423629761,0.12267107516527176,False
house,latent,mask_replace,10.0,235,0.1231689453125,19.745304107666016,0.4817042648792267,0.848392128944397,0.11811691522598267,False
house,latent,mask_replace,20.0,231,0.1231689453125,17.066516876220703,0.3916342258453369,0.7405956387519836,0.23321853578090668,False
house,latent,mask_replace,20.0,232,0.1231689453125,16.924720764160156,0.3760911226272583,0.7452173233032227,0.23058202862739563,False
house,latent,mask_replace,20.0,233,0.1231689453125,17.705398559570312,0.4113711416721344,0.7639312148094177,0.1937478929758072,False
house,latent,mask_replace,20.0,234,0.1231689453125,16.90883445739746,0.39039233326911926,0.73990797996521,0.22607044875621796,False
house,latent,mask_replace,20.0,235,0.1231689453125,17.653783798217773,0.4113976061344147,0.7706595659255981,0.2100764513015747,False
house,latent,mask_replace,50.0,231,0.1231689453125,11.572999954223633,0.2067512720823288,0.4169907569885254,0.763694703578949,False
house,latent,mask_replace,50.0,232,0.1231689453125,11.823829650878906,0.22691020369529724,0.47082388401031494,0.6877570152282715,False
house,latent,mask_replace,50.0,233,0.1231689453125,12.422781944274902,0.23380255699157715,0.4739806354045868,0.7167141437530518,False
house,latent,mask_replace,50.0,234,0.1231689453125,12.014394760131836,0.22207114100456238,0.46493998169898987,0.6870331764221191,False
house,latent,mask_replace,50.0,235,0.1231689453125,12.558326721191406,0.2500985264778137,0.49765974283218384,0.7024306058883667,False
house,latent,mask_replace,100.0,231,0.1231689453125,8.01298999786377,0.10708098858594894,0.17742334306240082,0.9213354587554932,False
house,latent,mask_replace,100.0,232,0.1231689453125,8.109441757202148,0.10596448183059692,0.19667983055114746,0.8943512439727783,False
house,latent,mask_replace,100.0,233,0.1231689453125,8.018645286560059,0.10877376049757004,0.1848117709159851,0.8962525725364685,False
house,latent,mask_replace,100.0,234,0.1231689453125,8.11980152130127,0.09935320168733597,0.17709045112133026,0.8882842063903809,False
house,latent,mask_replace,100.0,235,0.1231689453125,8.132282257080078,0.11624528467655182,0.23321937024593353,0.892225980758667,False
