metric,threshold,failure_rate,metric_at_failure
psnr,25.0,0.0,22.498643747965495
ssim,0.85,0.0,0.6160617947578431
ms_ssim,0.9,0.0,0.8993563016255697
lpips,0.3,0.1,0.5630330244700114
